id,created_at,text,retweet_count,favorite_count,media_count
889876645766733824,2017-07-25 15:55:00,RT @lxwissss: Olivia dive gets funnier the more you watch it 😂😂😂 #loveisland  https://t.co/JMXLIULTkb,21156,0,1
889875465858633729,2017-07-25 15:50:18,It's literally impossible to eat only one pack of pickled onion space raiders,0,1,0
889865961565716480,2017-07-25 15:12:32,swear my face just collects spots for the banter,0,1,0
889781686824828933,2017-07-25 09:37:40,Fuck me my car sounds like it's about to blow up,0,0,0
889773258844852224,2017-07-25 09:04:10,I HATE YOU 🤗,0,0,0
889755422017695744,2017-07-25 07:53:18,na but whys your bed always comfier when you need to get out of it??,0,0,0
889753455757189120,2017-07-25 07:45:29,RT @JenniMcAD: Someone who looks at me like this please 😢#LoveIslandFinal https://t.co/ycUdZkbzO8,3883,0,1
889511005205786629,2017-07-24 15:42:04,how good would it be is Chris and Kem won Love Island tonight 😅 #LoveIsland,0,3,0
889507848941699073,2017-07-24 15:29:32,can't believe I got food poisoning from my holiday lol class,1,3,0
889163446054518785,2017-07-23 16:41:00,Sundays are boring,0,1,0
889139078335049728,2017-07-23 15:04:10,the medication the hospital gave me is actually making me feel like am trippin😂,0,0,0
888810868133253120,2017-07-22 17:19:58,feel sorry for anyone going out in that weather tonight 🙆🏼,0,0,0
888782546326212609,2017-07-22 15:27:26,@corryeadamson buzz 👭x,0,1,0
888781829058199557,2017-07-22 15:24:35,@corryeadamson I'll be out when I'm better gal don't you worry 💁🏼💁🏼,0,1,0
888778449820823552,2017-07-22 15:11:09,@corryeadamson on about it pure sunny:L?,0,1,0
888772390171410432,2017-07-22 14:47:05,actually really wanna see Dunkirk,0,1,0
888749487044349952,2017-07-22 13:16:04,just a wee bit wet oot there:L,0,1,0
888735914909982720,2017-07-22 12:22:08,RT @AndyMcGregor95: aye 22 days into a bender https://t.co/JEbu6Ob3S0,8695,0,0
888725946915844096,2017-07-22 11:42:32,"I'm such a fat wee boy, need to pull my finger out my arse and go to a gym",0,1,0
888431266638553089,2017-07-21 16:11:34,can I just start feeling better now 🤢😩,0,0,0
888163240395640832,2017-07-20 22:26:32,Chris and Kem the flower pot men 😂😂😂😂,0,0,0
887977089734979589,2017-07-20 10:06:50,the Jeremy Kyle show got me this morning😢 those kids are so inspirational #TheJeremyKyleShow,0,1,0
887972107321266176,2017-07-20 09:47:02,just treated myself to the violet voss holy grail palette😍🙌🏼,0,1,0
887775399886893057,2017-07-19 20:45:24,need an Alex in my life 😍😍😍 #LoveIsland,0,0,0
887759806458716160,2017-07-19 19:43:26,RT @BeautyPostss: The new Anastasia Beverly Hills eyeshadow palette 'Subculture' I'm living for these shades 😍✨ https://t.co/zNqkJBTCdB,5025,0,1
887710298500714496,2017-07-19 16:26:42,it's my party and I'll cry till the end,0,0,0
887311523382788099,2017-07-18 14:02:07,"RT @martinmaughan7: Why did the cow go on holiday?
Cause it had a wee calf hahahahahahah",7539,0,0
886346943550631937,2017-07-15 22:09:13,do not having the time for people who can lie right to your face🤗🤗🤗,0,2,0
885907017084305410,2017-07-14 17:01:06,cannot wait to go home and get a wee hot water bottle and cuddles from my cat in bed😫💆🏼,0,0,0
885898740753674241,2017-07-14 16:28:13,"RT @Arcticash97: I rlly need hours at work but I'll be the first to say I want to go home early if someone asks, y am I like this",23,0,0
885861138101002240,2017-07-14 13:58:48,"You may be reconnecting with your personal power today, but yo... More for Cancer https://t.co/8Mbauze6HK",0,0,0
885800036050755584,2017-07-14 09:56:00,have no energy for anything today,0,1,0
885589684264611840,2017-07-13 20:00:08,nothing worse than back pain😭😫,0,0,0
885539298187063298,2017-07-13 16:39:55,there must be something in the wateeeeeer,0,2,0
885527382077177856,2017-07-13 15:52:34,finally can catch up on love island 🙌🏼,0,0,0
885499394094637061,2017-07-13 14:01:21,"You may be reconnecting with your personal power today, but yo... More for Cancer https://t.co/8Mbauze6HK",0,0,0
885199600025567232,2017-07-12 18:10:05,"RT @Zoella: Petition to start another series and call it ""LOVE ICELAND"" the winter edition of love island 🌨⛄️ they could snuggle by the fir…",7646,0,0
885136931016777728,2017-07-12 14:01:04,"You may be reconnecting with your personal power today, but yo... More for Cancer https://t.co/8Mbauze6HK",0,0,0
884932750570127360,2017-07-12 00:29:43,"when you're good to momma, momma's good to youuuuuuu",0,1,0
884863507879124994,2017-07-11 19:54:34,"RT @Jdxthompson: Chris and Kem need to recouple with each other win the £50,000 and create their own reality TV show #LoveIsland",359,0,0
884774304096722945,2017-07-11 14:00:07,"You may be reconnecting with your personal power today, but yo... More for Cancer https://t.co/8Mbauze6HK",0,0,0
884548250304466945,2017-07-10 23:01:51,pure wish I was in maga with the gals rn,3,3,0
884511562245054465,2017-07-10 20:36:04,RT @Jeromebilll: Jonny has the biggest burger nipples I have ever seen 😷 #loveisland,9,0,0
884501321231085568,2017-07-10 19:55:22,love how lori sends me daily snaps of my cat whilst I'm away,0,0,0
884439574252015619,2017-07-10 15:50:01,"every time me and mum go to the bar she's like ""oh that wee mans took a shine to you😏"" naw hen he's just being friendly",0,0,0
884433426471890945,2017-07-10 15:25:35,mums pure trying to set me up with the men over here hahahaha,0,0,0
884412079272116224,2017-07-10 14:00:45,"You may be reconnecting with your personal power today, but yo... More for Cancer https://t.co/8Mbauze6HK",0,0,0
884376952416677888,2017-07-10 11:41:11,Happy Mondays 🌞🌞 https://t.co/pHUBL3Ut3M,0,1,1
884113483675185152,2017-07-09 18:14:15,glasvegas - daddy's gone will always be one of my favourite songs,0,3,0
884049562456866816,2017-07-09 14:00:15,"You may be reconnecting with your personal power today, but yo... More for Cancer https://t.co/8Mbauze6HK",0,0,0
884045144454029312,2017-07-09 13:42:41,being tanned just makes life 100% better,0,2,0
883968021110419456,2017-07-09 08:36:14,Aw am rough,0,1,0
883747393832878080,2017-07-08 17:59:32,summertime sadness is still an absolute tune,0,0,0
883745927143575552,2017-07-08 17:53:42,You're in love with a psycho,0,0,0
883686875671609349,2017-07-08 13:59:03,"You may be reconnecting with your personal power today, but yo... More for Cancer https://t.co/8Mbauze6HK",0,0,0
883660670851526656,2017-07-08 12:14:56,got my Ed Sheeran tickets 😍🙌🏼🙌🏼🙌🏼🙌🏼🙌🏼,0,0,0
883324565883019266,2017-07-07 13:59:22,"You may be reconnecting with your personal power today, but yo... More for Cancer https://t.co/8Mbauze6HK",0,0,0
883003820531474433,2017-07-06 16:44:50,Nothing worse than having a screaming child behind you on a bus to your hotel 😒,0,3,0
882962702594785284,2017-07-06 14:01:27,"You may be reconnecting with your personal power today, but yo... More for Cancer https://t.co/8Mbauze6HK",0,0,0
882856342792400896,2017-07-06 06:58:49,RT @SeoKolasinac: Naaaa Theo's impression of Johnny is fucking hilarious😂#loveisland https://t.co/Ixq7Yes8Q6,90,0,1
882692334969913350,2017-07-05 20:07:06,RT @robsonmusgrave: tell me more tell me more like does he have a car https://t.co/KPbckcrF8o,15147,0,1
882600517418991616,2017-07-05 14:02:15,"You may be reconnecting with your personal power today, but yo... More for Cancer https://t.co/8Mbauze6HK",0,0,0
882253429233635329,2017-07-04 15:03:03,RT @_itsbonnie: rt if you wish u had just £961 in ur bank account https://t.co/wa36Tx2hYU,35806,0,1
882237886770290692,2017-07-04 14:01:18,"You may be reconnecting with your personal power today, but yo... More for Cancer https://t.co/8Mbauze6HK",0,0,0
881929567908372480,2017-07-03 17:36:09,@DylaaanBarker Ah thank you ☺️x,0,1,0
881928912527380481,2017-07-03 17:33:32,happy birthday to me 🎉,0,0,0
881875483230584832,2017-07-03 14:01:14,"You may be reconnecting with your personal power today, but yo... More for Cancer https://t.co/8Mbauze6HK",0,0,0
881640991098380288,2017-07-02 22:29:27,"aw im so jealous of Montana, Alex is unreal😍",1,0,0
881513128780898304,2017-07-02 14:01:22,"You may be reconnecting with your personal power today, but yo... More for Cancer https://t.co/8Mbauze6HK",0,0,0
881458328085426176,2017-07-02 10:23:36,this time next week I'll be beside the pool with a wee voddy slush✈️🌞,0,0,0
881439426697728000,2017-07-02 09:08:30,heads fucking splitting by the way,0,1,0
881333341114564608,2017-07-02 02:06:57,Best animal/best friend anyone could ever ask for💕❤️ https://t.co/TxMZpSBQdm,0,0,1
881324000982466560,2017-07-02 01:29:50,an anxiety attack in the kiddle of town is too class,0,1,0
881150415609380864,2017-07-01 14:00:04,"You may be reconnecting with your personal power today, but yo... More for Cancer https://t.co/8Mbauze6HK",0,0,0
881028139811524609,2017-07-01 05:54:11,100% coming home for a nap before tonight,0,0,0
880892480459350016,2017-06-30 20:55:08,think Montana and Alex could be my new favourite couple #LoveIsland,0,5,0
880788295579455488,2017-06-30 14:01:08,"You may be reconnecting with your personal power today, but yo... More for Cancer https://t.co/8Mbauze6HK",0,0,0
880694537152335873,2017-06-30 07:48:34,good skin days🙌🏼🙌🏼🙌🏼,0,0,0
880544292527386625,2017-06-29 21:51:33,well hello alex😍 #LoveIsland,0,2,0
880541190797500416,2017-06-29 21:39:14,Montana and Camilla are the nicest gals ever,0,4,0
880458669598674945,2017-06-29 16:11:19,@EllleWood some random on tinder hahahahah,0,0,0
880458090428104705,2017-06-29 16:09:01,"""You're like getting 11 nuggets in a 10 box"" hahahah cheers m8",0,0,0
880425689018650625,2017-06-29 14:00:16,"You may be reconnecting with your personal power today, but yo... More for Cancer https://t.co/8Mbauze6HK",0,0,0
880339624845086720,2017-06-29 08:18:17,"More antibiotics and I can't go in the pool on holiday, gr8🤗",0,0,0
880325572789981184,2017-06-29 07:22:26,Actually freezing this morning,0,0,0
880189838972026880,2017-06-28 22:23:05,nut I wanted Tyla away to fuck,0,0,0
880189718239072257,2017-06-28 22:22:36,RT @_laurenangusx: Me n Camilla have this in common fuckall works out for me either hen come here n let me love u,2950,0,0
880186366839205888,2017-06-28 22:09:17,Jonny is a fucking idiot #LoveIsland,0,2,0
880178475604353026,2017-06-28 21:37:56,"as much as I didn't wanna believe it, Jonny is defo playing a game #LoveIsIand",0,2,0
880143562545016832,2017-06-28 19:19:12,RT @courtnokes: Please everyone retweet and try get this to ADELE X https://t.co/Gx6W1JNz1N,1299,0,1
880097111366356993,2017-06-28 16:14:37,tired of pretending I'm fine when im not,0,1,0
880011648995610624,2017-06-28 10:35:01,this is sooo fucked up🤷🏼‍♀️😂 #PLLEndGame,0,0,0
880010239965265920,2017-06-28 10:29:25,"week today and I'm away on holiday, THANK FUCK🙌🏼",0,0,0
880010110562701312,2017-06-28 10:28:54,@Sarahgreene04 look at group chat,0,1,0
879991666328961024,2017-06-28 09:15:37,@Sarahgreene04 dunno it's actual shite this time,0,1,0
879831896435326976,2017-06-27 22:40:45,actually canny stand Fatima #ExOnTheBeach,1,2,0
879780002748911616,2017-06-27 19:14:32,Tired of being tired 🤷🏼‍♀️,0,0,0
879650950599847936,2017-06-27 10:41:44,RT @kezzawoods1: Kem or elaine ? https://t.co/fEh4TFab19,5379,0,1
879459238191525888,2017-06-26 21:59:56,Jonny blinks sooooo much #LoveIsland,0,1,0
879442065154863106,2017-06-26 20:51:42,I'd love to be a brunette,0,1,0
879433628845035521,2017-06-26 20:18:10,think I fancy Kevin Webster 😂🤷🏼‍♀️,0,0,0
879426691889848323,2017-06-26 19:50:36,☕️,0,0,0
879395788186681344,2017-06-26 17:47:48,RT @Declan9723: Orange lucozade was on paper 100% my type then it changed its sugar levels and now a feel mugged off for putting all me egg…,17987,0,0
879395007387627520,2017-06-26 17:44:42,I love my bad fat diary,0,0,0
879392199946981376,2017-06-26 17:33:33,don't even know why I ever gave you the time of day tbh??????,0,1,0
879338478567211008,2017-06-26 14:00:05,"You may be reconnecting with your personal power today, but yo... More for Cancer https://t.co/8Mbauze6HK",0,0,0
879295827562377216,2017-06-26 11:10:36,RT @TaylorCowin_: How's it fair that so many girls have a pretty face AND an absolutely bangin figure yet I'm just an all round wee pie🤒🤒🤒🤒…,649,0,0
879295762231906304,2017-06-26 11:10:20,cannot wait for pretty little liars on Wednesday 🙌🏼,0,0,0
879258374638116864,2017-06-26 08:41:47,week today till my birthday 🙋🏼,0,0,0
879074656275353600,2017-06-25 20:31:45,Biffy clyro is so good 🙌🏼🙌🏼,0,0,0
879054620127096833,2017-06-25 19:12:08,somebody told me that you had a boyfriend that looked like a girlfriend,0,0,0
878976575613542401,2017-06-25 14:02:00,"You may be reconnecting with your personal power today, but yo... More for Cancer https://t.co/8Mbauze6HK",0,0,0
878914586853990401,2017-06-25 09:55:41,@Sarahgreene04 oh right hahaha thought u meant an acc ex n I was like who's she went with?? Haha mongo,0,1,0
878914259446530048,2017-06-25 09:54:23,@Sarahgreene04 Who?,0,0,0
878694676601110529,2017-06-24 19:21:50,moody lil cunt today 🤗,0,0,0
878613623592984576,2017-06-24 13:59:46,"You may be reconnecting with your personal power today, but yo... More for Cancer https://t.co/8Mbauze6HK",0,0,0
878366425492054016,2017-06-23 21:37:29,RT @loveislandfunny: The whole of the UK after Tyla didn't pick Jonny #LoveIsland https://t.co/RNcPQSLVZ5,1108,0,1
878366201029816320,2017-06-23 21:36:36,think when new people go in the villa they'll tell Dom that jess shagged mike? #LoveIsland,0,1,0
878179801420451840,2017-06-23 09:15:55,My doctors are never on time 🤗,0,0,0
878176477446983682,2017-06-23 09:02:42,"there's a wee girl singing ""let it go"" from frozen in the doctors and it's the cutest thing ever",0,1,0
878044645439229952,2017-06-23 00:18:51,🤕😴,0,0,0
878035572459159552,2017-06-22 23:42:48,why can I never sleep at a reasonable time,0,0,0
878026428062646272,2017-06-22 23:06:28,RT @Harley_Judge: So cute @CamillaThurlow 💞 that smile says it all. I'm actually glad she chose @jonnyVmitchell over me. That's priceless 💙…,415,0,0
877998438650175490,2017-06-22 21:15:14,aw I can't help but smile at Jonny and camilla #LoveIsland,0,0,0
877929234630533120,2017-06-22 16:40:15,"You may be reconnecting with your personal power today, but yo... More for Cancer https://t.co/8Mbauze6HK",0,0,0
877907928954556419,2017-06-22 15:15:35,sent home from work😩 cannot wait to start feeling better😭,0,0,0
877876809446166528,2017-06-22 13:11:56,just want a wee vodka slush n to be lying by a pool,0,2,0
877843663598092288,2017-06-22 11:00:13,wonder why the helicopter keeps flying around heathhall 🤷🏼‍♀️,0,0,0
877656907850424320,2017-06-21 22:38:07,sooooo glad I have a fan in my room on nights like this 🙋🏼,0,0,0
877652306266800128,2017-06-21 22:19:50,omg I can't believe Olivia is still in the house😱 #loveisland2017,0,0,0
877590619341934594,2017-06-21 18:14:43,chilli chips is a must from the Chinese 👅🤤,0,1,0
877504031987564544,2017-06-21 12:30:39,Was*,0,0,0
877501746888814593,2017-06-21 12:21:34,wish pay day with this Friday instead of next😩,0,3,0
877429575936028672,2017-06-21 07:34:47,really wanna go back to sleep but I proper love thunder and lightning,0,0,0
877308995874193409,2017-06-20 23:35:38,😞,0,0,0
877308625378848769,2017-06-20 23:34:10,I'm such an idiot 😒,0,0,0
877270936969465857,2017-06-20 21:04:24,ALWAYS CLASS WHEN UR PHONE CHARGER STOPS WORKING,0,0,0
877200026656813056,2017-06-20 16:22:38,love buying holiday clothes 😁☀️,0,0,0
877180654215204864,2017-06-20 15:05:39,dunno why I even sit out in this weather cos I don't even tan🤗,0,0,0
877165491826995204,2017-06-20 14:05:24,Serving others today can bring you more contentment than you e... More for Cancer https://t.co/8Mbauze6HK,0,0,0
876937788993699841,2017-06-19 23:00:36,Ur a joke funny btw bbe xo,0,1,0
876903699603390464,2017-06-19 20:45:08,feel so fed up🤷🏼‍♀️,1,1,0
876801791291080704,2017-06-19 14:00:11,Serving others today can bring you more contentment than you e... More for Cancer https://t.co/8Mbauze6HK,0,0,0
876735357517168640,2017-06-19 09:36:12,Still 100% routing for Jonny and camilla #loveisland2017,0,1,0
876550131000238081,2017-06-18 21:20:11,I don't want your body but I'm picturing your body with somebody else,0,2,0
876538167247212545,2017-06-18 20:32:39,haha you sly wee dog,0,1,0
876486364929437696,2017-06-18 17:06:48,for*,0,0,0
876473214196744192,2017-06-18 16:14:33,Ooft this weather is making me buzzing to my holiday✈️,0,1,0
876198824146083843,2017-06-17 22:04:13,must be the only person not out tonight🤷🏼‍♀️😂,0,0,0
876160334918287360,2017-06-17 19:31:16,Note to self: Dinny go see the parade two days after an operation😫 mongo,0,0,0
876076775477886976,2017-06-17 13:59:14,Serving others today can bring you more contentment than you e... More for Cancer https://t.co/8Mbauze6HK,0,0,0
876064666639904768,2017-06-17 13:11:07,it's roasty toasty today like,0,0,0
875854369241128961,2017-06-16 23:15:28,This time in three weeks I'll be para in Gran Canaria🙋🏼🙋🏼,0,0,0
875829578316623876,2017-06-16 21:36:58,can't believe mine was two years ago already 😩🤷🏼‍♀️,0,0,0
875829476957052928,2017-06-16 21:36:34,love seeing all the prom photos of everyone looking beaut,0,0,0
875789728892715009,2017-06-16 18:58:37,so needy when I'm not well😩,0,0,0
875714284050829312,2017-06-16 13:58:49,Serving others today can bring you more contentment than you e... More for Cancer https://t.co/8Mbauze6HK,0,0,0
875710103013523456,2017-06-16 13:42:13,@brookey_307 awww you too babes😘,0,1,0
875708406853771264,2017-06-16 13:35:28,@brookey_307 yeah I'm fine babes😚 don't worry I'll be out soon😏,0,1,0
875708062149083136,2017-06-16 13:34:06,@brookey_307 had a wee operation yesterday so I'm a wee bit too sore to bev😢,0,0,0
875706433039413249,2017-06-16 13:27:38,@brookey_307 tell me about it😢 gutted!,0,0,0
875694537905197056,2017-06-16 12:40:22,feels weird not going out this weekend,0,0,0
875583476078006272,2017-06-16 05:19:02,Can't cope being this sore😭,0,0,0
875352501658071042,2017-06-15 14:01:14,Your thoughts are running around in a multitude of directions ... More for Cancer https://t.co/8Mbauze6HK,0,0,0
875217685348442116,2017-06-15 05:05:31,Got to be at the hospital for half 7😩😴,0,0,0
875137452100521984,2017-06-14 23:46:42,What even is sleep🤷🏼‍♀️🤷🏼‍♀️,0,2,0
875106113460547585,2017-06-14 21:42:10,@Sarahgreene04 You're one of the nicest,0,1,0
875102802183430144,2017-06-14 21:29:01,"RT @leeroyyyxo: Makes me so upset that I let a boy ruin my confidence and trust in other boys, to much hate 😴",17,0,0
875101554528980992,2017-06-14 21:24:03,gutted about camilla and Jonny #loveisland,1,2,0
875069905216954368,2017-06-14 19:18:18,proper wish I was going out this weekend 😢,0,0,0
875058265863979008,2017-06-14 18:32:03,nothing I hate more than being called pal hahahaha am no yer pal,0,0,0
874237813692223489,2017-06-12 12:11:51,So nervous for Thursday 😭,0,0,0
874014710500401153,2017-06-11 21:25:20,@Sarahgreene04 Playing dares n they snogged lol,0,1,0
874014172530561024,2017-06-11 21:23:11,aw I love camilla and johnny,0,1,0
873902945342955521,2017-06-11 14:01:13,Your thoughts are running around in a multitude of directions ... More for Cancer https://t.co/8Mbauze6HK,0,0,0
873900180642443266,2017-06-11 13:50:14,too rough for life today,0,0,0
873889880367083521,2017-06-11 13:09:18,@EllleWood Apologies,0,0,0
873888721678065664,2017-06-11 13:04:41,@EllleWood Hahahahah same,0,0,0
873823419422449664,2017-06-11 08:45:12,Fucking hate working Sundays btw,0,0,0
873815410432507905,2017-06-11 08:13:23,I am not okay,0,0,0
873753759037501440,2017-06-11 04:08:24,Some people are just too sexy,0,0,0
873654649068408832,2017-06-10 21:34:34,might freeze to death tonight,0,0,0
873280364831264769,2017-06-09 20:47:18,find it soooo cute how in love my mum and dad are,0,0,0
873240987669340160,2017-06-09 18:10:50,Swear my mum takes about 3 hours to get one or two things in Tesco,0,0,0
873239260077359104,2017-06-09 18:03:58,come on Eileen,0,0,0
873220718837862401,2017-06-09 16:50:17,gonna keep myself to myself now😇,0,3,0
873157460470755328,2017-06-09 12:38:55,when you're talking to someone in the club but spot a wee tidy at the bar😂 https://t.co/KjP42kwbEU,1,5,1
872931521946152962,2017-06-08 21:41:07,need to start doing what's right for me and not for others🙅🏼,0,0,0
872858078051434496,2017-06-08 16:49:17,Cried at work I'm such a wee emotional wreck today😅,0,0,0
872836156014170112,2017-06-08 15:22:10,🤔🤔,0,0,0
872815509816737792,2017-06-08 14:00:08,Your thoughts are running around in a multitude of directions ... More for Cancer https://t.co/8Mbauze6HK,0,0,0
872567495873503232,2017-06-07 21:34:37,pure seek n fed up of life,0,1,0
872426637031346176,2017-06-07 12:14:53,lost my bank card🤗🤗🤗🤗,0,0,0
872065837083095041,2017-06-06 12:21:12,all the girls figures on love island though😩,0,2,0
872059106131152896,2017-06-06 11:54:27,now he's a superstar slamming on his guitar,0,0,0
872053172377980928,2017-06-06 11:30:52,love buying holiday clothes ☀️,2,1,0
872016089135427585,2017-06-06 09:03:31,RT @19Freddie05: Liam Gallagher - rock icon. 1994 to 2017. Share it. https://t.co/GPC4RqfrCm,2765,0,1
871728362649145344,2017-06-05 14:00:12,Your emotional reactions can be so overwhelming that you resis... More for Cancer https://t.co/8Mbauze6HK,0,0,0
871474667789352966,2017-06-04 21:12:06,cried so much at that concert. Love and peace in this world please😰💔,0,2,0
871443983049924613,2017-06-04 19:10:10,RT @_Aaron_Anthony_: 8 minutes is a very short amount of time ... https://t.co/YDKNO3fC1n,19300,0,1
871443726224306180,2017-06-04 19:09:09,Ariana Grande has such a pure soul❤️,0,0,0
871433053838692352,2017-06-04 18:26:45,watching robbie Williams singing angels makes me so emotional #OneLoveManchester,0,1,0
871366042987053056,2017-06-04 14:00:28,You can think of plenty of reasons why you shouldn't take any ... More for Cancer https://t.co/8Mbauze6HK,0,0,0
871123203615326208,2017-06-03 21:55:31,what is wrong with this world😢,0,0,0
871075359957110784,2017-06-03 18:45:24,"Hope the wee old men win britains got talent, they melt ma wee heart😍",0,0,0
871075109628465152,2017-06-03 18:44:24,RT @christivngarcia: Remember the words from Despacito https://t.co/uGLJtx4okE,12664,0,0
871003644459532288,2017-06-03 14:00:25,You can think of plenty of reasons why you shouldn't take any ... More for Cancer https://t.co/8Mbauze6HK,0,0,0
870895347270393856,2017-06-03 06:50:05,Good skin days are the best days🙌🏼,0,0,0
870641190206558210,2017-06-02 14:00:10,You can think of plenty of reasons why you shouldn't take any ... More for Cancer https://t.co/8Mbauze6HK,0,0,0
870588872547332098,2017-06-02 10:32:16,"20 next month, i'm getting old😅",0,0,0
870357935536443392,2017-06-01 19:14:36,@courtneybrown_9 Another time!,0,1,0
870355336707940352,2017-06-01 19:04:17,@courtneybrown_9 Gutted!!,0,1,0
870235274600734720,2017-06-01 11:07:12,"gutted we're no going out tonight, I'm in need of a drink 😩",1,0,0
870225084342054912,2017-06-01 10:26:42,go on holiday next month n I'm still fat n ugly 😅😅😅,0,0,0
869916971235590144,2017-05-31 14:02:22,A recent decision of yours may be challenged today by people w... More for Cancer https://t.co/8Mbauze6HK,0,0,0
869626830868840449,2017-05-30 18:49:28,I love David walliams mun 😂,0,0,0
869553607112179713,2017-05-30 13:58:30,You continue to be an emotional being in a world where it's of... More for Cancer https://t.co/8Mbauze6HK,0,0,0
869427413222076416,2017-05-30 05:37:03,proper hate getting up for early starts but love finishing early 🤷🏼‍♀️,0,1,0
869191825159933953,2017-05-29 14:00:54,You continue to be an emotional being in a world where it's of... More for Cancer https://t.co/8Mbauze6HK,0,0,0
869181940322246656,2017-05-29 13:21:37,@EllleWood fckn love it😂😂😂,0,0,0
869179733354979328,2017-05-29 13:12:51,what's cooler than being cool?,0,0,0
869162897951387649,2017-05-29 12:05:57,always find really nice clothes but there never in ma size🤗😩,0,0,0
869128659491328000,2017-05-29 09:49:54,slept with the fan on in my room all night n now it's fucking freezing,0,0,0
