id,created_at,text,retweet_count,favorite_count,media_count,url_count
887657557724213249,2017-07-19 12:57:08,RT @Thegreatkhaalid: Keep everything lowkey bc things can change so quick,24128,0,0,0
887640012233289728,2017-07-19 11:47:25,For once i want someone to message me and ask me how i am and ACTUALLY mean it.,0,1,0,0
887474862553534465,2017-07-19 00:51:10,RT @Its_Bx: Just smile and wave boys. Smile and wave https://t.co/YZG84nSRox,95298,0,0,1
887474849593122816,2017-07-19 00:51:07,"RT @MetroUK: A group of penguins broke out of a zoo enclosure in Denmark
https://t.co/OmWl72TqVG https://t.co/7CniXXmYVN",23526,0,1,1
887459918239997952,2017-07-18 23:51:47,"RT @disappointtment: I don't hate you, I just can't fuck with you",874,0,0,0
887459892298121216,2017-07-18 23:51:41,RT @fend: https://t.co/unA4lrMzY6,2229,0,1,0
887459613649580036,2017-07-18 23:50:34,@Adeelaxali  ly x https://t.co/p2e0NPoVhH,1,1,0,1
887458018161512453,2017-07-18 23:44:14,RT @reaIate: I wish I had a friend like me.,2119,0,0,0
887226858676383747,2017-07-18 08:25:41,Back on my private blog on tumblr. Lets hope i can reach 1K on this too,0,1,0,0
887226604803457024,2017-07-18 08:24:41,RT @softsleepypoet: I need to stop being soft and be fucking terrifying.,1,0,0,0
887091934099120129,2017-07-17 23:29:33,RT @sidebae: s/o to da girls that actually smile back when you smile at them ya'll beautiful and i fucks with all of u,7737,0,0,0
887091913534386176,2017-07-17 23:29:28,"Tbh unless you are a cat, i dont want to know you 😂",0,2,0,0
887091786174394368,2017-07-17 23:28:57,RT @LUClDITY: goddamn bitch i am always so fucking sleepy,2832,0,0,0
887091713222815745,2017-07-17 23:28:40,Nor do i tbh. I'd never want to break someones heart https://t.co/64P1s1Tc8R,0,1,0,1
886911036296757248,2017-07-17 11:30:43,RT @shriekpoems: https://t.co/zibvoF4ffv,1930,0,1,0
886908801047244802,2017-07-17 11:21:50,RT @nasreen389: Status of Muslim women in Islam https://t.co/icUAlGI6Gq,4684,0,1,0
886908734227832832,2017-07-17 11:21:34,"RT @KodakActivity: if your friends don't inspire you to level up, your circle not as strong as you think",2778,0,0,0
886908700614701057,2017-07-17 11:21:26,"RT @dismiss: it's sad

knowing that

i love others

more than 

i love myself;

i hate to see others

in pain

but when it

comes to me,…",9402,0,0,0
886908664753397760,2017-07-17 11:21:18,RT @iIoveastrology: One sentence advice for the signs! https://t.co/jAWZBjSI5c,2096,0,1,0
886695397258866688,2017-07-16 21:13:51,"RT @rejection: I don't even feel like a ""friend"" to some people.

I feel more like an option or someone they run to when they need somethin…",7979,0,0,0
886695314320699392,2017-07-16 21:13:31,RT @deepscreenshots: https://t.co/zyawFIjonj,803,0,1,0
886695207638577153,2017-07-16 21:13:06,RT @fend: https://t.co/dIs18oEPpD,3996,0,1,0
886695166270214148,2017-07-16 21:12:56,RT @caitlinbrady122: Sorry but if your mates are nice to someone who was horrible to you they're shit mates,12703,0,0,0
886680214696214528,2017-07-16 20:13:31,RT @sleeves: A fathers handwriting from the last birthday card he wrote https://t.co/X9nhznZzEu,197,0,1,0
886680145452466178,2017-07-16 20:13:15,"RT @BestSummerTime: Never ignore a person who loves and cares for you, cause one day you may realize that you've lost the moon while counti…",3,0,0,0
886680066750640128,2017-07-16 20:12:56,I want my social media platform back where i could actually put my feelings down without being scared. Tumblr where r u,0,0,0,0
886679701003149312,2017-07-16 20:11:29,RT @IDK: It's hard for me to sleep in. I'm too anxious to wake up and make shit happen everyday.,1675,0,0,0
886679092271173632,2017-07-16 20:09:03,RT @anviety: me https://t.co/CgO40ym28A,5182,0,1,0
886679060889391104,2017-07-16 20:08:56,"RT @sadfuls: i miss the way we used to text each other every day, now it's like we're strangers",3032,0,0,0
886603023564328961,2017-07-16 15:06:47,Easier to leave than to deal with me ik,0,0,0,0
886602919444926464,2017-07-16 15:06:22,"K i l l 
M 3",0,0,0,0
886415426544128000,2017-07-16 02:41:21,RT @sidebae: R.I.P to all of the kids that have committed suicide that nobody noticed because this society only cares about the popular or…,14682,0,0,0
886414882807132160,2017-07-16 02:39:11,RT @brutally: remember who had you at your lowest,28110,0,0,0
886414204319797248,2017-07-16 02:36:29,RT @changes: one day you'll realize how much i cared,4130,0,0,0
886414012057047040,2017-07-16 02:35:43,RT @rejection: my life is just one constant battle between wanting to be alone but not wanting to be lonely,8720,0,0,0
886413945430528001,2017-07-16 02:35:28,"RT @srsIydeep: if you could read my mind, you'd be in tears",16107,0,0,0
886413855169052672,2017-07-16 02:35:06,RT @ifeellike: cha cha sliding off a bridge,1524,0,0,0
886413799120613378,2017-07-16 02:34:53,RT @ifeellike: crying for days,1120,0,0,0
886413388502454272,2017-07-16 02:33:15,Im the type of person who laughs about something instead of crying,0,0,0,0
886048830818586625,2017-07-15 02:24:37,"RT @LisaDaftari: BREAKING: British police report five acid attack in east London, all being treated as linked incidents. Teen suspect in cu…",467,0,0,0
886047885120475136,2017-07-15 02:20:52,RT @halseylyrict100: Hold Me Down x Octavia Blake https://t.co/79AYP5mnh9,45,0,0,1
886047215814406144,2017-07-15 02:18:12,RT @preaching: if you want me in your life like you say you do then prove it,6651,0,0,0
886019014849433600,2017-07-15 00:26:09,RT @13ReasonsOnly: me waiting for season 2 to come out https://t.co/KaSR6suu24,1901,0,1,0
886018897664765952,2017-07-15 00:25:41,RT @IamAlexAiono: We Don't Talk Anymore 😔 https://t.co/6GlUjXN95a,4146,0,1,0
886018782493278208,2017-07-15 00:25:13,@softpasteIs @Adeelaxali SAME,0,1,0,0
886018737589145601,2017-07-15 00:25:03,RT @softpasteIs: I have so much in common with animals omg https://t.co/ij5FCSTL2U,77412,0,1,0
886017407323713540,2017-07-15 00:19:45,RT @KaushalBeauty: Why am I so sleepy all the timeeeeee,196,0,0,0
886016773060952065,2017-07-15 00:17:14,RT @KaushalBeauty: MAKEUP ONLINE vs. MAKEUP OFFLINE: https://t.co/eKYv13ap6B via @YouTube,23,0,0,1
885847726021378049,2017-07-14 13:05:30,@Adeelaxali @ifeellike Hahahahhaha ly x,0,0,0,0
885847487914926080,2017-07-14 13:04:34,@ifeellike @Adeelaxali  Dis you (but currently me),0,0,0,0
885847315961057280,2017-07-14 13:03:53,RT @ifeellike: throwing myself into the sun,834,0,0,0
885842112641724418,2017-07-14 12:43:12,RT @snatched: do you ever just realize you're not okay,5030,0,0,0
885806095809302529,2017-07-14 10:20:05,"RT @CoolestLifeHack: Message of the day:

ㅤㅤ

ㅤ

ㅤ

ㅤㅤ

ㅤ

ㅤ

ㅤ
ㅤ

ㅤ

ㅤ

ㅤ
                Just PRAY.
ㅤ

ㅤ

ㅤㅤ
ㅤ

ㅤ

ㅤ

ㅤ

ㅤ

ㅤ

ㅤㅤ

ㅤ",4328,0,0,0
885554119573897216,2017-07-13 17:38:49,RT @Hollyoaks: Not long until #Hollyoaks... better get that tea a-brewing! ☕️,20,0,0,0
884931459588534273,2017-07-12 00:24:35,RT @J_Shaw234: Dont judge my flower pillow https://t.co/oYru5jFYgm,7,0,1,0
884931300112707584,2017-07-12 00:23:57,@Adeelaxali  🎀👑 https://t.co/OsBzM0SWXO,1,1,0,1
884931047967920128,2017-07-12 00:22:57,Why do UTI's exist😩,0,0,0,0
884930836243599361,2017-07-12 00:22:07,"RT @Poetrydrugs: ""The reason why I don't talk to you anymore is because I keep telling myself that if you wanted to speak to me, you would.""",5732,0,0,0
884930761740124163,2017-07-12 00:21:49,"RT @unwound: I admit, I really miss how things used to be. But I can also admit, that I've accepted the fact that things have changed.",6618,0,0,0
884557671835344896,2017-07-10 23:39:17,"Both my butterflies fell off through the back, just a hug too. After all that, the new one ain't going back in 😭😭😭",0,1,0,0
884556999396077569,2017-07-10 23:36:37,Got my 2nd ear piercing the other day and its just gone and yanked off against my sisters hair when i went to hug her,0,1,0,0
884181113308164096,2017-07-09 22:42:59,"RT @broken: not every ""sorry"" deserves an ""it’s okay"" in return",5073,0,0,0
884181047210115073,2017-07-09 22:42:43,RT @broken: maybe one day someone will come into my life and actually mean what they say,46529,0,0,0
884180795497295873,2017-07-09 22:41:43,Oops😣🙄 https://t.co/6VbHFlB2sB,0,0,0,1
884180574260383744,2017-07-09 22:40:50,RT @Fckinbrokn: http://t.co/bYxa9Czbax,10,0,1,0
884180539153973248,2017-07-09 22:40:42,RT @Fckinbrokn: I was so stupid to think that someone like you could ever love someone like me,9,0,0,0
884180353631629313,2017-07-09 22:39:58,RT @Fckinbrokn: I hate myself and I wanna die but hey what’s new,21,0,0,0
884176650900049920,2017-07-09 22:25:15,I feel like im in a bubble and reality is yet to hit🌝 #anxiousaf,0,1,0,0
884000595564269568,2017-07-09 10:45:40,RT @2Isavage: I could literally do nothin wrong and feel like everything's my fault,15019,0,0,0
883990050500902912,2017-07-09 10:03:46,RT @dismiss: i don’t know why they call it heartbreak. it feels like every part of my body is broken too.,6733,0,0,0
883989805939527680,2017-07-09 10:02:48,"RT @the_besttquotes: She was like the moon-part of her was always hidden away. - Dia Reeves, Bleeding Violet",1,0,0,0
883989736087580673,2017-07-09 10:02:31,RT @emotionaIbrat: if i could sleep for a week trust me i would,6740,0,0,0
883989527945195520,2017-07-09 10:01:41,"No matter what i do, it's never enough",0,0,0,0
883989454507188224,2017-07-09 10:01:24,Nightmares are the bane of ma life. Pure sweating ewewew,0,0,0,0
883989291881443328,2017-07-09 10:00:45,Tired of everything.,0,0,0,0
883739158816190464,2017-07-08 17:26:49,RT @_playboicarti: no fake love and no fake friends.,31882,0,0,0
883255950467096576,2017-07-07 09:26:43,"RT @Rightpart2: How many Retweets
For this beautiful picture❓ http://t.co/tuOAKItFMR",22714,0,1,0
883255845080969216,2017-07-07 09:26:18,"RT @NurFxiezxh: Never be afraid of change. You may lose something good, but you may gain something even better.",55,0,0,0
883255799115636736,2017-07-07 09:26:07,RT @Rightpart2: Ladies💖 http://t.co/LDlBgo3MHT,21103,0,1,0
883246819127570432,2017-07-07 08:50:26,"RT @OmerRehman: Allah will make everything beautiful at the right place, at the right time, for the best reason. Always have faith in Allah…",463,0,0,0
883246401391644672,2017-07-07 08:48:46,RT @_rachelbrogan: Omg Superdrug in Dunf have now got an @elfcosmetics stand and @NipandFab stand too!!! Happiness isn't the word 🤗🤗❤️❤️💄💄…,11,0,0,0
883246011887562753,2017-07-07 08:47:13,"RT @ibrayus: Keep trying to become a better Muslim daily, whether it's baby steps or huge milestones, progress matters.",1017,0,0,0
883225480320647168,2017-07-07 07:25:38,RT @HeartIessly: Never chase anyone. A person who appreciates you will walk with you.,2995,0,0,0
883212077883588608,2017-07-07 06:32:23,"Thank you so much, beautiful 😘 https://t.co/YC7ePoHSZo",0,1,0,1
882993647884677121,2017-07-06 16:04:25,RT @AWolfRuss: do your future self a favor and work hard now,8143,0,0,0
882993564581548033,2017-07-06 16:04:05,Turning 20 is such an awkward age,0,1,0,0
882762776812429312,2017-07-06 00:47:01,Wadup to the best sister ever @Adeelaxali  May Allah give you strength &amp; grant you the most amazing success. You deserve it more than anyone,1,1,0,0
882762278403272704,2017-07-06 00:45:02,So blessed to have the most amazing family😭 Alhamdulillah #birthday #blessed #toomuchlove i honestly appreciate you all xoxo,0,2,0,0
882640261020569602,2017-07-05 16:40:11,RT @2Isavage: real friends get treated like family,14436,0,0,0
882640241970077701,2017-07-05 16:40:07,"RT @sensuaIgoals: s/o to myself bc after everything i've been through i still have a good heart, even when people don't deserve it.",9520,0,0,0
882637602360356866,2017-07-05 16:29:37,@J_Shaw234 @melaninboi @Adeelaxali Shame on her poor ass 😂😂🙃,0,1,0,0
882636595005992961,2017-07-05 16:25:37,@melaninboi @J_Shaw234 @Adeelaxali OMMMGGG,0,1,0,0
882636497962360835,2017-07-05 16:25:14,RT @GirlPosts: Why haven’t I ever thought of this. This is genius https://t.co/xcSxPwBW44,5589,0,1,0
882405336136732673,2017-07-05 01:06:41,"RT @AWolfRuss: no secrets, just not your business.",8986,0,0,0
882405111317843968,2017-07-05 01:05:47,@liljianah @baelaani Yesss @Adeelaxali,0,1,0,0
882405077390163968,2017-07-05 01:05:39,RT @liljianah: MY CONDOLENCES IF U LOST ME AND FOUND OUT U COULDN'T FIND A BITCH LIKE ME LMAO,32694,0,0,0
882026224830353408,2017-07-04 00:00:13,RT @Ioveshawty: I CANNOT STAND WHEN SOMEBODY TREATED YOU LIKE SHIT AND THEN THEY ACT LIKE THE FUCKING VICTIM NOOOOO GET THE FUCK OUT OF HER…,15493,0,0,0
881656296172396548,2017-07-02 23:30:16,RT @Benoo_Brown: Wtf happened to my bread? https://t.co/3PVbYAYLUq,32202,0,1,0
881656184557719552,2017-07-02 23:29:49,"RT @blankvisions: my dad told me ""if a man cares about you, you won't ever have to wonder how he feels, he'll constantly remind you"" and th…",15829,0,0,0
881655794286067712,2017-07-02 23:28:16,RT @HarryShotton: 4 acid attacks on Muslims in London in recent days. No govt statement. No police raids. No global media coverage.,55549,0,0,0
881655327040655361,2017-07-02 23:26:24,RT @genteIy: 😊: you don't need a reason for doing everything in your life. do it because you want to. because it's fun. because it makes yo…,725,0,0,0
881233453567664133,2017-07-01 19:30:02,"RT @arewashams: Oh Allah protect me of jealousy

When someone hates me
convert it into love.
When someone wishes me
something bad,
I wish t…",2129,0,0,0
881233421506404352,2017-07-01 19:29:54,"RT @seqeul: why do guys automatically assume when girls ask questions they think we want to argue? like no, i need clarity, is that cool wi…",6560,0,0,0
880814754138345474,2017-06-30 15:46:16,Or fogetting it and making  @awkwardnarwhal_  always bring theirs 😅 ahaha plan xo https://t.co/R32v4IxRWM,0,1,0,1
880814054629146628,2017-06-30 15:43:30,@Poetrydrugs @Adeelaxali @awkwardnarwhal_,1,2,0,0
880813932168044544,2017-06-30 15:43:00,RT @Poetrydrugs: important reminder https://t.co/MLsDygE72o,8731,0,1,0
880813886722723840,2017-06-30 15:42:49,RT @2Isavage: be careful who you vent to.,22968,0,0,0
880607938490101760,2017-06-30 02:04:28,RT @xocult: i'm definitely the type of person to take the long way home to listen to more songs,9842,0,0,0
880246168114147328,2017-06-29 02:06:55,@Adeelaxali @awkwardnarwhal_ https://t.co/ir54xTTdRs,0,2,0,1
880088180590088192,2017-06-28 15:39:08,RT @AllieTess: The knife you stuck in my back became useful when it came to cutting ties with you.,1,0,0,0
880087976965005312,2017-06-28 15:38:19,"RT @charleywarrenx: Cutting ties with so many people from now on, can't rely on anyone but yourself! 💭",10,0,0,0
880087658835447810,2017-06-28 15:37:03,RT @PerfecttBabies: When someone says they gotta tell you something but then says nevermind https://t.co/PTLl9EiOy5,16692,0,1,0
880025227547246592,2017-06-28 11:28:58,RT @lyricaIart: Migraine // Twenty One Pilots https://t.co/LWIPiYErQd,6479,0,1,0
879967036683808768,2017-06-28 07:37:45,RT @nailainayat: Oil tanker overturned after trying to make a sharp turn &amp; exploded after fuel leaking from its damaged container caught fi…,71,0,0,0
879966987702632449,2017-06-28 07:37:33,RT @7NewsSydney: An oil tanker explosion has killed more than 100 people in Pakistan. https://t.co/g3n5Mc09tm  #Pakistan #7News https://t.c…,279,0,0,1
879965212048322560,2017-06-28 07:30:30,"RT @JamieRoss7: Sturgeon says people want ""greater clarity"" about Brexit before making a choice in #IndyRef2.",13,0,0,0
879964082316750848,2017-06-28 07:26:00,RT @above: today i heard a kid say “i don't believe in that but i respect that u do” then i realized how a kid is more mature than half the…,2673,0,0,0
879964036909191168,2017-06-28 07:25:49,@HistoricaIMemes @unfuturistic @Adeelaxali @awkwardnarwhal_  this is great😭😂😂😂😂,0,3,0,0
879963819279253504,2017-06-28 07:24:58,RT @chuuzus: A successful woman. https://t.co/lP0zc9Yiib,108640,0,0,1
879949174497828866,2017-06-28 06:26:46,"RT @vantablvck: be lowkey
be private 
be humble",35905,0,0,0
879949152364507137,2017-06-28 06:26:41,RT @13ReasonsOnly: https://t.co/6pyUddS4n3,1579,0,1,0
879708671969828864,2017-06-27 14:31:06,RT @kyIiefeed: i got hurt so i stopped trying,8023,0,0,0
879708589706924032,2017-06-27 14:30:46,"RT @jeremycorbyn: To Muslims celebrating here and across the world, whether today or tomorrow, I wish you a happy Eid al-Fitr. #EidMubarak.…",14472,0,0,0
879685775356547073,2017-06-27 13:00:07,RT @heartbreak: i've always been afraid of losing people i love. sometimes i wonder if there is anyone out there afraid to lose me.,2689,0,0,0
879685731106656256,2017-06-27 12:59:56,/Nobody cares unless you're dead. https://t.co/73kDDtbIGL,1,1,0,1
879685536897794048,2017-06-27 12:59:10,"RT @heartbreak: the deeper i think, the deeper i sink.",3389,0,0,0
879685464827068416,2017-06-27 12:58:53,"RT @rejection: depression is when you don’t really care about anything. anxiety is when you care too much, and over think everything. havin…",4283,0,0,0
879685293015785472,2017-06-27 12:58:12,😔 https://t.co/2pDryRfh5T,0,0,0,1
879685157954912256,2017-06-27 12:57:40,RT @visualgasm: don't drift away from me https://t.co/9zxw453IsF,4296,0,1,0
879685127705681921,2017-06-27 12:57:32,RT @GarrettZoukis: Throwing shade ain't gonna help you shine,2435,0,0,0
879684875816718337,2017-06-27 12:56:32,"RT @XXXtenntacion: late night thoughts about you...

sike bitch you ain't shit lol",31579,0,0,0
879684818203799552,2017-06-27 12:56:19,RT @TrillaBasedd: This is important. https://t.co/DgaQ7Ka8XR,3761,0,1,0
879684747580067840,2017-06-27 12:56:02,I miss the old me.,1,1,0,0
879684694752854016,2017-06-27 12:55:49,RT @feeIinyou: the quickest way to get someone's attention is to no longer want it.,5643,0,0,0
879683395873382400,2017-06-27 12:50:39,RT @TheLadyInHijab_: Commitment to Allah is the most attractive quality a person can have,187,0,0,0
879683356434288640,2017-06-27 12:50:30,RT @DanielleReact: Keep all that fake shit away from me.,1435,0,0,0
879592824483831808,2017-06-27 06:50:46,RT @vessoI: the worst part about being there for everybody is that no one ever bothers to ask if you’re okay or not,6322,0,0,0
879591871340785664,2017-06-27 06:46:58,RT @AWolfRuss: studies show its always my fault,4259,0,0,0
879591832509980672,2017-06-27 06:46:49,RT @AWolfRuss: feelin ugly about 108% of the time lol,7440,0,0,0
879591691132559360,2017-06-27 06:46:15,RT @AWolfRuss: don't hmu when u finally realize that no one else got u like i do,5080,0,0,0
879591458789089280,2017-06-27 06:45:20,RT @rejection: giving it all to the wrong person. https://t.co/HIH8kHvQuR,5781,0,1,0
879591376349999104,2017-06-27 06:45:00,RT @rejection: you keep a lot to yourself because it's difficult to find people who understand,7984,0,0,0
879591077128351744,2017-06-27 06:43:49,The accuracy 🙄 https://t.co/y5k7RPgipZ,1,0,0,1
879590419042054144,2017-06-27 06:41:12,RT @yourseIves: maybe one day someone will come into my life and actually mean what they say,8191,0,0,0
879590081283149825,2017-06-27 06:39:52,RT @ltsSZA: ur childish af if u just ignore someone &amp; make them constantly wonder. just tell them how u really feel. dont play games.,5970,0,0,0
879588936045264896,2017-06-27 06:35:18,RT @TumblrArtss: https://t.co/scpRvKWqaf,5554,0,1,0
879588795594702848,2017-06-27 06:34:45,RT @TumblrArtss: https://t.co/3p18HiRwbc,4601,0,1,0
879350141467209728,2017-06-26 14:46:25,RT @QuavoSupply: Stop letting snakes in ya circle fam,720,0,0,0
879349888416452610,2017-06-26 14:45:25,First Eid without my gran😔😔,0,0,0,0
879296551071477762,2017-06-26 11:13:28,RT @quotingIife: https://t.co/lXB6ewCmIB,2690,0,1,0
879296399178952704,2017-06-26 11:12:52,"RT @JustinGrome: once I feel different about you, you're done",3192,0,0,0
878939955623362560,2017-06-25 11:36:29,RT @TumblrArtss: https://t.co/NkU2tZXPxc,6359,0,1,0
878939764048752640,2017-06-25 11:35:44,RT @TumblrArtss: https://t.co/Q4SPpqj9Pq,4796,0,1,0
878794049142099968,2017-06-25 01:56:43,Head. Is. Killing. Whut😩,0,1,0,0
878630751658528768,2017-06-24 15:07:50,@awkwardnarwhal_ Never again😢😢 xo,0,1,0,0
878569722362638336,2017-06-24 11:05:19,@awkwardnarwhal_ I hate you LEAST THE ONE OF YOU WASNT UGLY😂😂😂,0,1,0,0
878432633516150784,2017-06-24 02:00:34,RT @dismiss: depression is like losing something and not knowing when or where you last had it. then one day you realize what you lost is y…,7519,0,0,0
878432182137745408,2017-06-24 01:58:47,RT @VibesMood: Shit happens when you trust the wrong people.,288,0,0,0
878432151896825858,2017-06-24 01:58:40,RT @siIIybae: have you ever been in one of those moods where you don't really know whats wrong but you feel really irritated with everyone…,8945,0,0,0
878432009210798080,2017-06-24 01:58:06,Im knackered today!.. @awkwardnarwhal_ explains how i feel quite well to be faiirrr😶 #plzdontkillme https://t.co/W83HdLIjc6,0,3,1,0
878430172210503680,2017-06-24 01:50:48,@Adeelaxali https://t.co/lfUpsjEtWO,1,1,0,1
878429785504002049,2017-06-24 01:49:15,"RT @VibeFeeIings: Always pray to have eyes that see the best, a heart that forgives the worst, a mind that forgets the bad, and a soul that…",4559,0,0,0
878414192788860929,2017-06-24 00:47:18,RT @iIoveastrology: how to apologize to a cancer https://t.co/C8EQWsJ6yk,1829,0,1,0
878413978824830976,2017-06-24 00:46:27,"RT @wasim_dr: During #Ramadan  we wake up for suhoor to feed the stomach, but on a normal day we can't even wake up for Fajr to feed the So…",119,0,0,0
878373742510059521,2017-06-23 22:06:34,@Adeelaxali @JusJabz @awkwardnarwhal_ Whats jobran doing in my tweet notifications😂😶 xo,0,0,0,0
878170307197976576,2017-06-23 08:38:11,"RT @Eisha_Satti: Ab toh bas ek hi dhun hai ke Madina dekhu...
Ab toh bas ek hi dhun hai ke Madina dekhu...❤",5,0,0,0
